Actual Arrival Time,Flight Id,Destination,Pax,Origin
2024-02-25 11:39:00,JZA0988,Security,90,166A
2024-02-25 11:54:00,ACA0787,Security,251,161
2024-02-25 12:25:00,AIC0188,Security,418,171
2024-02-25 12:33:00,MSR0996,Security,339,176
2024-02-25 12:37:00,JZA0729,Security,42,160
2024-02-25 12:41:00,ROU1624,Security,257,163
2024-02-25 12:45:00,UAL3649,Security,97,168
2024-02-25 12:59:00,ACA2090,Security,333,179
2024-02-25 13:04:00,ACA0061,Security,393,180
2024-02-25 13:05:00,ACA0741,Security,181,165
2024-02-25 13:14:00,JZA0990,Security,87,166B
2024-02-25 13:40:00,JZA0554,Security,82,162
2024-02-25 13:59:00,JZA0876,Security,79,160
2024-02-25 14:06:00,JZA0719,Security,82,168
2024-02-25 14:23:00,JZA0542,Security,83,166A
2024-02-25 14:39:00,ACA0589,Security,386,169
2024-02-25 14:45:00,UAL3637,Security,90,166B
2024-02-25 14:56:00,UAL3543,Security,98,164A
2024-02-25 15:04:00,JZA0923,Security,74,162
2024-02-25 15:27:00,UAE0242,Security,443,173
2024-02-25 15:48:00,LRC0627,Security,213,176
2024-02-25 15:51:00,UAL5330,Security,97,160
2024-02-25 16:14:00,ACA1026,Security,394,161
2024-02-25 16:20:00,ACA1088,Security,393,165
2024-02-25 16:20:00,JZA0992,Security,93,164A
2024-02-25 16:35:00,ROU1796,Security,205,172
2024-02-25 16:37:00,ACA0957,Security,274,171
2024-02-25 16:45:00,ROU1812,Security,226,177
2024-02-25 17:09:00,ACA0840,Security,375,170
2024-02-25 17:11:00,JZA0994,Security,81,164B
2024-02-25 17:40:00,TAP0258,Security,191,181
2024-02-25 17:42:00,ACA1359,Security,128,178
2024-02-25 17:45:00,UAL3460,Security,99,162
2024-02-25 18:12:00,JZA0786,Security,62,164A
2024-02-25 18:18:00,DLH0471,Security,324,173
2024-02-25 18:19:00,ACA0854,Security,337,174
2024-02-25 18:20:00,UAL5599,Security,97,164B
2024-02-25 18:26:00,ACA0886,Security,328,179
2024-02-25 18:40:00,UAL3535,Security,97,160
2024-02-25 19:12:00,JZA0544,Security,90,166A
2024-02-25 19:18:00,ACA0042,Security,352,171
2024-02-25 19:40:00,UAL3513,Security,91,160
2024-02-25 19:43:00,ACA0836,Security,353,180
2024-02-25 20:09:00,ACA0793,Security,367,161
2024-02-25 20:10:00,ACA0993,Security,115,181
2024-02-25 20:20:00,ACA0856,Security,348,174
2024-02-25 20:27:00,ACA0880,Security,333,176
2024-02-25 20:45:00,ACA0810,Security,352,169
2024-02-25 20:45:00,THY0018,Security,385,173
2024-02-25 20:55:00,ACA0872,Security,364,179
2024-02-25 20:55:00,JZA0721,Security,70,166B
2024-02-25 21:02:00,UAL5580,Security,77,164B
2024-02-25 21:08:00,ACA0808,Security,265,172
2024-02-25 21:08:00,JZA0998,Security,95,162
2024-02-25 21:09:00,ACA0001,Security,0,175
2024-02-25 21:12:00,JZA0556,Security,81,166A
2024-02-25 21:34:00,ACA0842,Security,356,180
2024-02-25 22:03:00,ACA0056,Security,431,177
2024-02-25 22:05:00,ACA0094,Security,245,171
2024-02-25 22:41:00,ACA0090,Security,273,171
2024-02-25 22:55:00,ACA0824,Security,291,173
2024-02-25 22:55:00,TAP0262,Security,180,181
2024-02-25 23:01:00,AVA0205,Security,191,176
2024-02-25 23:25:00,LOT0046,Security,381,172
2024-02-26 00:17:00,EVA0035,Security,385,178
2024-02-26 03:09:00,ACA0858,Security,356,173
2024-02-26 06:07:00,ROU1810,Security,257,175
2024-02-26 06:13:00,ACA1020,Security,375,169
2024-02-26 06:20:00,ACA1084,Security,367,171
2024-02-26 06:20:00,UAL3634,Security,86,160
2024-02-26 07:02:00,UAL3640,Security,94,162
2024-02-26 07:26:00,ACA0940,Security,250,179
2024-02-26 07:35:00,JZA0540,Security,74,160
2024-02-26 07:35:00,UAL3435,Security,90,164A
2024-02-26 07:45:00,CMP0471,Security,224,181
2024-02-26 07:54:00,ACA0991,Security,202,172
2024-02-26 08:04:00,ROU1662,Security,222,168
2024-02-26 08:07:00,ACA1289,Security,331,165
2024-02-26 08:14:00,ACA1322,Security,131,176
2024-02-26 08:18:00,ACA0934,Security,380,170
2024-02-26 08:24:00,ROU1735,Security,172,166
2024-02-26 08:28:00,JZA0893,Security,89,162
2024-02-26 08:39:00,ACA0937,Security,217,178
2024-02-26 08:53:00,ACA0966,Security,357,174
2024-02-26 09:00:00,ACA0982,Security,385,177
2024-02-26 09:05:00,JZA0984,Security,79,160
2024-02-26 09:07:00,JZA0692,Security,101,164B
2024-02-26 09:15:00,ROU1878,Security,164,181
2024-02-26 09:23:00,ACA0930,Security,524,175
2024-02-26 09:24:00,ACA1338,Security,139,180
2024-02-26 09:28:00,ACA1336,Security,128,172
2024-02-26 09:34:00,ROU1873,Security,160,179
2024-02-26 09:51:00,ROU1826,Security,259,176
2024-02-26 10:01:00,JZA0986,Security,65,162
2024-02-26 10:08:00,UAL3636,Security,93,164A
2024-02-26 10:24:00,ROU1760,Security,175,174
2024-02-26 10:26:00,ACA0964,Security,159,170
2024-02-26 10:43:00,UAL3648,Security,91,166B
2024-02-26 10:47:00,ROU1674,Security,259,165
2024-02-26 11:07:00,UAL5578,Security,101,168
2024-02-26 11:44:00,JZA0988,Security,78,160
2024-02-26 11:56:00,AIC0188,Security,418,171
2024-02-26 12:31:00,JZA0729,Security,58,164A
2024-02-26 12:33:00,ACA2083,Security,384,161
2024-02-26 12:46:00,UAL3649,Security,86,168
2024-02-26 12:51:00,ACA0503,Security,175,165
2024-02-26 13:00:00,ACA0001,Security,476,175
2024-02-26 13:04:00,ACA0009,Security,557,177
2024-02-26 13:15:00,JZA0990,Security,79,164B
2024-02-26 13:35:00,JZA0554,Security,70,166B
2024-02-26 13:41:00,ACA0061,Security,392,179
2024-02-26 13:55:00,UAE0242,Security,478,173
2024-02-26 14:05:00,JZA0876,Security,79,166A
2024-02-26 14:12:00,JZA0542,Security,70,168
2024-02-26 14:19:00,JZA0719,Security,87,160
2024-02-26 14:44:00,UAL3637,Security,91,164A
2024-02-26 14:56:00,JZA0923,Security,57,166B
2024-02-26 15:03:00,UAL3543,Security,97,164B
2024-02-26 15:28:00,UAL3651,Security,74,168
2024-02-26 15:51:00,LRC0627,Security,183,172
2024-02-26 15:51:00,UAL5330,Security,101,166A
2024-02-26 16:03:00,ACA1026,Security,287,161
2024-02-26 16:19:00,JZA0992,Security,71,164B
2024-02-26 16:53:00,ACA0957,Security,271,175
2024-02-26 16:55:00,ROU1796,Security,204,181
2024-02-26 17:02:00,ACA0840,Security,331,177
2024-02-26 17:08:00,JZA0994,Security,61,160
2024-02-26 17:11:00,ACA0928,Security,200,174
2024-02-26 17:33:00,UAL5599,Security,99,166B
2024-02-26 17:36:00,UAL3460,Security,53,166A
2024-02-26 18:25:00,ACA1359,Security,147,179
2024-02-26 18:36:00,UAL3535,Security,50,164B
2024-02-26 19:05:00,ACA0042,Security,296,176
2024-02-26 19:06:00,ACA0092,Security,312,171
2024-02-26 19:13:00,JZA0544,Security,71,166B
2024-02-26 19:19:00,DLH0471,Security,304,175
2024-02-26 19:29:00,ACA0836,Security,327,178
2024-02-26 19:35:00,UAL3513,Security,75,164B
2024-02-26 19:41:00,ACA0854,Security,308,177
2024-02-26 19:55:00,ACA0890,Security,337,180
2024-02-26 20:00:00,ACA1283,Security,392,161
2024-02-26 20:10:00,ACA0993,Security,69,181
2024-02-26 20:19:00,ACA0800,Security,199,173
2024-02-26 20:28:00,ACA0880,Security,331,179
2024-02-26 20:29:00,ACA0793,Security,138,165
2024-02-26 20:43:00,THY0018,Security,398,172
2024-02-26 20:50:00,ACA0808,Security,209,170
2024-02-26 20:50:00,JZA0556,Security,45,166A
2024-02-26 20:54:00,ACA0872,Security,271,178
2024-02-26 20:55:00,JZA0998,Security,79,166B
2024-02-26 20:56:00,ACA0810,Security,363,174
2024-02-26 20:59:00,UAL5580,Security,40,160
2024-02-26 21:26:00,ACA0856,Security,283,171
2024-02-26 21:50:00,ACA0842,Security,292,169
2024-02-26 21:54:00,ACA0056,Security,360,175
2024-02-26 22:30:00,LOT0046,Security,303,173
2024-02-26 22:46:00,AVA0205,Security,177,180
2024-02-26 22:47:00,TAP0262,Security,192,181
2024-02-26 22:58:00,ACA9858,Security,253,176
2024-02-27 00:14:00,ACA0090,Security,349,171
2024-02-27 00:25:00,EVA0035,Security,372,177
2024-02-27 06:12:00,ACA1020,Security,290,169
2024-02-27 06:12:00,ROU1810,Security,251,172
2024-02-27 06:12:00,UAL3634,Security,57,168
2024-02-27 06:31:00,JZA0872,Security,38,164B
2024-02-27 06:42:00,ACA1084,Security,368,165
2024-02-27 06:51:00,UAL3640,Security,97,166A
2024-02-27 07:26:00,ACA0940,Security,214,176
2024-02-27 07:50:00,ACA0991,Security,151,172
2024-02-27 07:50:00,CMP0471,Security,193,181
2024-02-27 07:56:00,ACA1322,Security,124,179
2024-02-27 08:03:00,UAL3435,Security,78,166B
2024-02-27 08:33:00,ACA0785,Security,237,161
2024-02-27 08:45:00,ACA0930,Security,467,174
2024-02-27 08:53:00,ACA0966,Security,258,170
2024-02-27 09:14:00,ROU1778,Security,159,175
2024-02-27 09:20:00,ACA1338,Security,126,172
2024-02-27 09:23:00,ACA0934,Security,393,169
2024-02-27 09:29:00,ROU1873,Security,180,181
2024-02-27 09:30:00,UAL3701,Security,54,166B
2024-02-27 09:32:00,JZA0692,Security,94,160
2024-02-27 09:42:00,ROU1770,Security,249,180
2024-02-27 09:59:00,ROU1832,Security,242,179
2024-02-27 10:07:00,JZA0874,Security,99,164A
2024-02-27 10:12:00,ACA0982,Security,311,178
2024-02-27 10:23:00,ROU1864,Security,233,168
2024-02-27 10:28:00,ACA1287,Security,382,165
2024-02-27 10:31:00,ETH0553,Security,377,176
2024-02-27 10:46:00,UAL3648,Security,37,160
2024-02-27 10:55:00,ACA1289,Security,28,163
2024-02-27 10:56:00,UAL5578,Security,97,166B
2024-02-27 12:01:00,AIC0188,Security,409,171
2024-02-27 12:26:00,JZA0618,Security,58,164B
2024-02-27 12:34:00,ACA0503,Security,157,161
2024-02-27 12:41:00,MSR0996,Security,340,176
2024-02-27 12:43:00,UAL3649,Security,49,166B
2024-02-27 12:50:00,ACA0001,Security,531,175
2024-02-27 13:34:00,JZA0554,Security,69,166A
2024-02-27 13:51:00,UAE0242,Security,413,173
2024-02-27 14:12:00,JZA0990,Security,87,164A
2024-02-27 14:36:00,JZA0876,Security,57,166B
2024-02-27 14:45:00,UAL3637,Security,46,168
2024-02-27 15:02:00,UAL3543,Security,74,166A
2024-02-27 15:08:00,JZA0775,Security,28,164B
2024-02-27 15:11:00,ACA0061,Security,393,174
2024-02-27 15:50:00,JZA0923,Security,32,164B
2024-02-27 15:54:00,LRC0627,Security,185,172
2024-02-27 16:01:00,UAL5330,Security,86,164A
2024-02-27 17:05:00,JZA0992,Security,79,166A
2024-02-27 17:13:00,ACA1360,Security,139,174
2024-02-27 17:15:00,ACA0928,Security,0,177
2024-02-27 17:17:00,ROU1796,Security,155,180
2024-02-27 17:22:00,ACA0957,Security,290,179
2024-02-27 17:29:00,JZA0994,Security,67,164B
2024-02-27 17:39:00,TAP0258,Security,208,176
2024-02-27 17:39:00,UAL5599,Security,93,160
2024-02-27 17:44:00,UAL3460,Security,62,164A
2024-02-27 18:26:00,ACA0840,Security,283,175
2024-02-27 18:35:00,UAL3535,Security,32,160
2024-02-27 19:21:00,ACA0092,Security,335,177
2024-02-27 19:31:00,UAL3513,Security,50,160
2024-02-27 19:33:00,DLH0471,Security,324,173
2024-02-27 20:02:00,ACA0854,Security,236,172
2024-02-27 20:06:00,ACA0993,Security,107,181
2024-02-27 20:11:00,ACA0890,Security,324,178
2024-02-27 20:33:00,ACA0880,Security,336,171
2024-02-27 20:50:00,JZA0556,Security,58,166B
2024-02-27 20:51:00,JZA0721,Security,28,164A
2024-02-27 21:05:00,ACA0836,Security,348,170
2024-02-27 21:05:00,ACA0856,Security,340,174
2024-02-27 21:19:00,THY0018,Security,368,176
2024-02-27 21:36:00,ACA0808,Security,279,169
2024-02-27 21:40:00,ACA0842,Security,344,173
2024-02-27 21:49:00,ACA1283,Security,320,165
2024-02-27 21:53:00,UAL5580,Security,56,166A
2024-02-27 22:37:00,LOT0046,Security,304,178
2024-02-27 22:47:00,ACA0042,Security,0,179
2024-02-27 22:59:00,ACA9090,Security,375,172
2024-02-27 22:59:00,AVA0205,Security,197,181
2024-02-27 23:01:00,ACA0800,Security,221,177
2024-02-27 23:36:00,ACA0872,Security,348,170
2024-02-28 00:00:00,ACA0858,Security,312,174
2024-02-28 00:15:00,EVA0035,Security,377,171
2024-02-28 00:58:00,ACA0828,Security,266,173
2024-02-28 06:10:00,ROU1810,Security,249,176
2024-02-28 06:13:00,UAL3634,Security,67,164B
2024-02-28 06:29:00,ROU1740,Security,247,172
2024-02-28 06:35:00,JZA0872,Security,52,160
2024-02-28 06:53:00,UAL3640,Security,95,166B
2024-02-28 07:07:00,ACA1198,Security,257,168
2024-02-28 07:10:00,ROU1764,Security,243,180
2024-02-28 07:31:00,UAL3435,Security,66,164A
2024-02-28 07:50:00,CMP0471,Security,206,181
2024-02-28 07:57:00,ACA0940,Security,197,179
2024-02-28 08:03:00,ACA1322,Security,192,172
2024-02-28 08:14:00,ACA0934,Security,386,177
2024-02-28 08:17:00,ACA0785,Security,259,169
2024-02-28 08:20:00,ACA0937,Security,213,176
2024-02-28 08:32:00,ROU1820,Security,161,173
2024-02-28 08:34:00,JZA0771,Security,37,160
2024-02-28 08:54:00,ACA0982,Security,310,174
2024-02-28 08:56:00,JZA0616,Security,65,168
2024-02-28 08:58:00,JZA0692,Security,98,166B
2024-02-28 08:59:00,ACA1287,Security,388,161
2024-02-28 09:11:00,ACA0991,Security,206,178
2024-02-28 09:20:00,JZA0874,Security,71,164B
2024-02-28 09:20:00,ROU1878,Security,156,180
2024-02-28 09:22:00,ACA0966,Security,319,170
2024-02-28 09:22:00,JZA0984,Security,95,166A
2024-02-28 09:36:00,ACA1336,Security,164,181
2024-02-28 09:36:00,ROU1873,Security,191,172
2024-02-28 09:47:00,ACA0947,Security,209,176
2024-02-28 09:50:00,UAL3636,Security,93,164A
2024-02-28 09:54:00,ROU1760,Security,172,174
2024-02-28 09:59:00,ROU1826,Security,247,177
2024-02-28 10:13:00,ACA1084,Security,376,165
2024-02-28 10:13:00,JZA0986,Security,86,160
2024-02-28 10:37:00,ACA0964,Security,212,178
2024-02-28 10:45:00,ACA0056,Security,230,175
2024-02-28 11:02:00,UAL5578,Security,97,168
2024-02-28 11:43:00,JZA0988,Security,95,160
2024-02-28 11:54:00,AIC0188,Security,442,171
2024-02-28 12:12:00,ROU1644,Security,224,161
2024-02-28 12:32:00,JZA0729,Security,38,166B
2024-02-28 12:39:00,JZA0618,Security,40,168
2024-02-28 13:07:00,ACA0061,Security,393,177
2024-02-28 13:10:00,ACA0001,Security,525,174
2024-02-28 13:13:00,JZA0990,Security,82,160
2024-02-28 13:36:00,JZA0554,Security,60,164A
2024-02-28 13:48:00,UAE0242,Security,504,173
2024-02-28 14:28:00,JZA0542,Security,74,168
2024-02-28 14:33:00,JZA0775,Security,34,166A
2024-02-28 14:55:00,UAL3637,Security,79,164A
2024-02-28 15:00:00,UAL3543,Security,99,160
2024-02-28 15:04:00,ACA0930,Security,516,175
2024-02-28 15:55:00,LRC0627,Security,193,172
2024-02-28 16:26:00,JZA0992,Security,74,164A
2024-02-28 16:34:00,ROU1754,Security,259,178
2024-02-28 17:00:00,ACA0840,Security,380,174
2024-02-28 17:00:00,ROU1812,Security,209,179
2024-02-28 17:08:00,ACA0957,Security,322,180
2024-02-28 17:15:00,JZA0994,Security,50,164B
2024-02-28 17:33:00,ACA0824,Security,393,175
2024-02-28 17:35:00,UAL5599,Security,98,160
2024-02-28 17:38:00,ACA1088,Security,357,161
2024-02-28 18:57:00,ACA0854,Security,400,171
2024-02-28 19:00:00,DLH0471,Security,324,173
2024-02-28 19:03:00,UAL3535,Security,67,164B
2024-02-28 19:06:00,ACA1359,Security,101,179
2024-02-28 19:17:00,ACA0886,Security,304,177
2024-02-28 19:21:00,ACA0042,Security,332,180
2024-02-28 19:32:00,ACA1026,Security,392,165
2024-02-28 19:51:00,ACA0793,Security,180,161
2024-02-28 19:51:00,UAL3513,Security,66,160
2024-02-28 19:55:00,ACA0836,Security,348,170
2024-02-28 20:39:00,ACA0092,Security,385,178
2024-02-28 20:50:00,JZA0721,Security,30,164B
2024-02-28 20:59:00,ACA0856,Security,361,171
2024-02-28 21:02:00,THY0018,Security,393,175
2024-02-28 21:06:00,JZA0556,Security,53,164A
2024-02-28 21:07:00,ACA0810,Security,372,180
2024-02-28 21:21:00,ACA0808,Security,255,172
2024-02-28 21:31:00,ACA0842,Security,360,173
2024-02-28 21:32:00,ACA0993,Security,112,177
2024-02-28 22:16:00,ACA0880,Security,353,179
2024-02-28 22:29:00,ACA9056,Security,486,176
2024-02-28 22:35:00,ROU1796,Security,0,178
2024-02-28 22:59:00,ACA1283,Security,0,165
2024-02-28 23:20:00,ACA0090,Security,393,171
2024-02-28 23:21:00,TAP0262,Security,202,172
2024-02-28 23:43:00,AVA0205,Security,233,180
2024-02-29 00:13:00,EVA0035,Security,376,174
2024-02-29 00:23:00,ACA0858,Security,335,173
2024-02-29 00:43:00,ACA0872,Security,356,177
2024-02-29 00:48:00,LOT0046,Security,347,178
2024-02-29 00:54:00,ACA0998,Security,0,180
2024-02-29 02:59:00,ACA0094,Security,327,173
2024-02-29 06:15:00,ACA1084,Security,394,165
2024-02-29 06:26:00,ACA1020,Security,393,161
2024-02-29 06:26:00,ROU1740,Security,255,176
2024-02-29 06:37:00,JZA0872,Security,61,164A
2024-02-29 07:26:00,ACA0928,Security,343,179
2024-02-29 07:28:00,UAL3435,Security,62,160
2024-02-29 07:33:00,JZA0540,Security,60,164B
2024-02-29 07:43:00,ACA0940,Security,233,172
2024-02-29 07:56:00,ACA1105,Security,154,170
2024-02-29 08:06:00,ACA1322,Security,209,176
2024-02-29 08:11:00,ROU1818,Security,148,175
2024-02-29 08:36:00,JZA0874,Security,60,164A
2024-02-29 08:37:00,ACA0937,Security,299,178
2024-02-29 08:50:00,ACA0785,Security,320,161
2024-02-29 09:01:00,ACA0930,Security,515,177
2024-02-29 09:17:00,ROU1774,Security,171,172
2024-02-29 09:25:00,ACA1338,Security,101,174
2024-02-29 09:36:00,ACA0982,Security,314,175
2024-02-29 09:52:00,ROU1830,Security,217,170
2024-02-29 09:56:00,ROU1832,Security,202,178
2024-02-29 09:58:00,UAL3636,Security,85,160
2024-02-29 10:10:00,JZA0984,Security,87,164A
2024-02-29 10:12:00,ACA0966,Security,303,180
2024-02-29 10:15:00,ROU1873,Security,181,177
2024-02-29 10:32:00,ACA0991,Security,177,172
2024-02-29 10:58:00,ACA1287,Security,364,165
2024-02-29 11:08:00,ACA0934,Security,377,176
2024-02-29 11:11:00,ETH0553,Security,356,179
2024-02-29 11:28:00,UAL5578,Security,91,160
2024-02-29 11:47:00,JZA0988,Security,93,164A
2024-02-29 11:57:00,AIC0188,Security,431,171
2024-02-29 12:35:00,ACA0503,Security,156,161
2024-02-29 12:42:00,MSR0996,Security,352,175
2024-02-29 12:53:00,UAL3649,Security,82,160
2024-02-29 13:10:00,JZA0990,Security,66,164B
2024-02-29 13:18:00,ACA0009,Security,593,174
2024-02-29 13:33:00,ACA0061,Security,393,178
2024-02-29 13:51:00,UAE0242,Security,573,173
2024-02-29 13:55:00,JZA0876,Security,67,164A
2024-02-29 14:31:00,JZA0719,Security,67,160
2024-02-29 14:43:00,UAL3637,Security,77,164B
2024-02-29 15:28:00,UAL3651,Security,95,166B
2024-02-29 15:46:00,ACA0001,Security,529,175
2024-02-29 15:51:00,LRC0627,Security,206,179
2024-02-29 15:53:00,UAL5330,Security,97,164A
2024-02-29 16:28:00,JZA0992,Security,87,164B
2024-02-29 16:34:00,ACA0840,Security,363,176
2024-02-29 16:39:00,ROU1812,Security,246,177
2024-02-29 16:47:00,ROU1754,Security,245,172
2024-02-29 16:53:00,ACA0505,Security,82,168
2024-02-29 16:55:00,ACA1026,Security,393,161
2024-02-29 17:06:00,ACA1360,Security,156,178
2024-02-29 17:13:00,JZA0994,Security,71,160
2024-02-29 17:22:00,ACA0957,Security,322,174
2024-02-29 17:26:00,UAL5599,Security,98,166B
2024-02-29 17:39:00,TAP0258,Security,216,181
2024-02-29 17:46:00,UAL3460,Security,95,164A
2024-02-29 18:10:00,JZA0996,Security,87,164B
2024-02-29 18:34:00,ACA7054,Security,0,180
2024-02-29 18:48:00,UAL3535,Security,79,166B
2024-02-29 19:05:00,ACA0042,Security,339,178
2024-02-29 19:13:00,ACA0092,Security,378,173
2024-02-29 19:25:00,ACA0793,Security,265,169
2024-02-29 19:33:00,DLH0471,Security,349,177
2024-02-29 19:55:00,ROU1796,Security,220,181
2024-02-29 20:15:00,ACA1088,Security,417,165
2024-02-29 20:26:00,ACA0856,Security,364,170
2024-02-29 20:27:00,ACA0854,Security,500,171
2024-02-29 20:38:00,THY0018,Security,373,175
2024-02-29 20:40:00,ACA0993,Security,183,168
2024-02-29 20:43:00,ACA1283,Security,394,161
2024-02-29 20:46:00,JZA0721,Security,44,166B
2024-02-29 20:47:00,ACA0836,Security,376,173
2024-02-29 20:54:00,ACA0890,Security,511,174
2024-02-29 20:55:00,JZA0556,Security,79,160
2024-02-29 20:57:00,JZA0998,Security,75,164B
2024-02-29 21:00:00,UAL5580,Security,74,164A
2024-02-29 21:04:00,ACA0808,Security,330,169
2024-02-29 21:27:00,ACA0800,Security,372,180
2024-02-29 21:38:00,ACA0842,Security,378,177
2024-02-29 21:46:00,ACA0056,Security,496,172
2024-02-29 22:28:00,ACA0828,Security,352,171
2024-02-29 22:30:00,LOT9046,Security,302,176
2024-02-29 23:03:00,AVA9205,Security,0,173
2024-02-29 23:10:00,ACA0090,Security,375,170
2024-03-01 00:41:00,EVA0035,Security,416,175
2024-03-01 00:44:00,ACA0872,Security,380,180
2024-03-01 00:48:00,ACA0880,Security,373,177
2024-03-01 06:08:00,ACA1020,Security,393,165
2024-03-01 06:10:00,ROU1810,Security,221,174
2024-03-01 06:16:00,UAL3634,Security,38,164B
2024-03-01 06:36:00,JZA0872,Security,79,160
2024-03-01 06:48:00,UAL3640,Security,94,164A
2024-03-01 06:57:00,ROU1740,Security,257,180
2024-03-01 07:28:00,ACA0940,Security,224,177
2024-03-01 07:29:00,UAL3435,Security,58,166B
2024-03-01 07:52:00,CMP0471,Security,204,176
2024-03-01 07:55:00,ACA1322,Security,241,181
2024-03-01 08:06:00,ACA0785,Security,332,165
2024-03-01 08:12:00,ACA0937,Security,221,180
2024-03-01 08:12:00,ACA0991,Security,210,172
2024-03-01 08:37:00,ACA0934,Security,390,179
2024-03-01 08:40:00,JZA0921,Security,22,160
2024-03-01 08:45:00,ACA0966,Security,373,178
2024-03-01 08:45:00,JZA0874,Security,60,164B
2024-03-01 08:47:00,ACA0930,Security,529,175
2024-03-01 09:13:00,JZA0984,Security,83,166B
2024-03-01 09:17:00,ROU1878,Security,169,177
2024-03-01 09:23:00,ACA1338,Security,146,174
2024-03-01 09:23:00,JZA0692,Security,91,164A
2024-03-01 09:24:00,ROU1873,Security,209,176
2024-03-01 09:25:00,ROU1856,Security,126,168
2024-03-01 09:26:00,ACA0982,Security,392,175
2024-03-01 09:32:00,ROU1870,Security,138,180
2024-03-01 09:37:00,ACA1336,Security,173,172
2024-03-01 09:42:00,ROU1830,Security,250,181
2024-03-01 09:57:00,UAL3636,Security,75,160
2024-03-01 10:00:00,ROU1826,Security,253,178
2024-03-01 10:00:00,ROU1864,Security,238,179
2024-03-01 10:11:00,JZA0986,Security,70,164B
2024-03-01 10:29:00,ACA1287,Security,390,165
2024-03-01 10:41:00,UAL3648,Security,81,166B
2024-03-01 11:15:00,ACA0964,Security,213,178
2024-03-01 11:15:00,ETH0553,Security,271,175
2024-03-01 11:40:00,AIC0188,Security,421,171
2024-03-01 11:45:00,JZA0988,Security,79,164A
2024-03-01 12:05:00,ROU1701,Security,254,161
2024-03-01 12:40:00,UAL3649,Security,91,160
2024-03-01 12:47:00,MSR0996,Security,347,176
2024-03-01 12:50:00,ACA0001,Security,529,177
2024-03-01 13:29:00,JZA0990,Security,86,164B
2024-03-01 13:37:00,JZA0554,Security,70,166B
2024-03-01 13:51:00,UAE0242,Security,562,173
2024-03-01 13:57:00,JZA0876,Security,71,166A
2024-03-01 14:06:00,JZA0719,Security,69,164A
2024-03-01 14:41:00,UAL3637,Security,64,160
2024-03-01 14:56:00,UAL3543,Security,98,168
2024-03-01 15:21:00,ACA1198,Security,316,169
2024-03-01 15:49:00,UAL5330,Security,95,166B
2024-03-01 15:55:00,LRC0627,Security,210,172
2024-03-01 16:18:00,ACA1084,Security,371,170
2024-03-01 16:22:00,ACA0840,Security,368,175
2024-03-01 16:30:00,ROU1754,Security,259,180
2024-03-01 16:32:00,ACA1026,Security,386,169
2024-03-01 16:35:00,ROU1796,Security,181,181
2024-03-01 16:42:00,ACA0957,Security,286,178
2024-03-01 16:43:00,ACA0061,Security,393,173
2024-03-01 16:44:00,ACA0589,Security,337,161
2024-03-01 16:59:00,ACA1202,Security,316,171
2024-03-01 17:03:00,JZA0992,Security,90,160
2024-03-01 17:14:00,ACA1088,Security,386,165
2024-03-01 17:15:00,JZA0994,Security,74,164B
2024-03-01 17:28:00,UAL5599,Security,97,166B
2024-03-01 17:36:00,UAL3460,Security,91,164A
2024-03-01 18:01:00,ROU1812,Security,209,181
2024-03-01 18:08:00,DLH0471,Security,368,179
2024-03-01 18:28:00,JZA0996,Security,71,160
2024-03-01 18:39:00,ACA0854,Security,378,180
2024-03-01 18:43:00,UAL3535,Security,75,164A
2024-03-01 19:10:00,JZA0544,Security,61,166B
2024-03-01 19:13:00,ACA1359,Security,106,170
2024-03-01 19:21:00,ACA0042,Security,381,175
2024-03-01 19:36:00,UAL3513,Security,60,164A
2024-03-01 20:13:00,ACA0824,Security,393,174
2024-03-01 20:20:00,ACA0836,Security,529,178
2024-03-01 20:23:00,ACA0856,Security,394,179
2024-03-01 20:27:00,ACA9880,Security,380,173
2024-03-01 20:29:00,ACA0800,Security,363,172
2024-03-01 20:30:00,THY0018,Security,422,177
2024-03-01 20:31:00,ACA0993,Security,205,181
2024-03-01 20:55:00,JZA0721,Security,32,164B
2024-03-01 21:01:00,UAL5580,Security,54,160
2024-03-01 21:03:00,ACA0886,Security,307,180
2024-03-01 21:35:00,ACA0056,Security,529,169
2024-03-01 21:38:00,ACA0842,Security,394,175
2024-03-01 22:00:00,ACA1283,Security,386,165
2024-03-01 22:16:00,ACA0808,Security,336,170
2024-03-01 22:37:00,LOT0046,Security,363,171
2024-03-01 23:03:00,TAP0262,Security,222,177
2024-03-01 23:07:00,ACA0090,Security,394,179
2024-03-01 23:07:00,ACA0858,Security,528,173
2024-03-01 23:07:00,ACA9858,Security,525,173
2024-03-01 23:53:00,AVA0205,Security,224,181
2024-03-02 01:23:00,ACA0872,Security,386,175
2024-03-02 02:02:00,ACA0094,Security,378,179
2024-03-02 02:24:00,ACA0810,Security,388,173
2024-03-02 06:15:00,ROU1810,Security,258,181
2024-03-02 06:22:00,ACA1020,Security,393,170
2024-03-02 06:34:00,JZA0872,Security,49,160
2024-03-02 06:44:00,ACA1084,Security,394,161
2024-03-02 06:50:00,UAL3640,Security,95,164A
2024-03-02 07:02:00,ACA1198,Security,337,169
2024-03-02 07:25:00,ACA0940,Security,236,176
2024-03-02 07:26:00,UAL3435,Security,57,164B
2024-03-02 07:40:00,JZA0540,Security,48,160
2024-03-02 07:56:00,CMP0471,Security,195,177
